club_name,end_of_spell,manager,Level,league,tier,sacked,probability_of_sacking_true,error
TSG Hoffenheim,1999-09-30,Rainer Zobel,Senior,Regionalliga Süd,3,True,0.8,
TSG Hoffenheim,1999-03-14,Rainer Zobel,Senior,Regionalliga Süd,3,True,0.85,
FC Augsburg,2025-06-30,Enrico Maaßen,Senior,Bundesliga,1,True,0.8,
B. Dortmund II,2022-06-30,Enrico Maaßen,Reserve,3. Liga,Third Tier,False,,
SV Rödinghausen,2020-06-30,Enrico Maaßen,Senior,Regionalliga West,4,False,,
Drochtersen/A.,2018-06-30,Thomas Richter,Senior,Regionalliga Nord,4,False,,
FC Winterthur,2021-12-09,Radoslav Kováč,Senior,Swiss Challenge League,2,True,0.85,
Pr. Münster,2015-12-19,Ralf Loose,Senior,3. Liga,Third Tier,True,0.85,
Dynamo Dresden,2012-12-09,Ralf Loose,Senior,2. Bundesliga,2,True,0.85,
FC Augsburg,2008-04-16,Rainer Hörgl,Senior,2. Bundesliga,2,True,0.85,
Spfr. Siegen,2007-09-30,Lars Schmidt,Senior,Regionalliga Nord,3,True,0.85,
FC St. Gallen,2006-04-10,Rolf Fringer,Senior,Swiss Super League,1,True,0.8,
Spfr. Siegen,2005-06-30,Lars Schmidt,Senior,Regionalliga Süd,3,True,0.8,
Liechtenst. U19,2003-07-30,Ralf Loose,Youth,UEFA European U-19 Championship,International Youth,False,,
FC Vaduz U18,1998-06-30,Urs Fischer,Youth,Swiss U18 League,U18,False,,
Liechtenst. U18,1998-06-30,Ralf Loose,Youth,UEFA U-18 Championship,International Youth,False,,
A. Salzburg,2020-05-13,Jesse Marsch,Senior,Austrian Bundesliga,1,True,0.85,
SB Traunstein,2015-11-15,Harald Cerny,Senior,Regionalliga Bayern,4,True,0.8,
Rot-Weiß Erfurt,2011-03-21,Henrik Pedersen,Senior,3. Liga,Third Tier,True,0.85,
Rot-Weiß Erfurt,2010-03-25,Henrik Pedersen,Senior,3. Liga,Third Tier,True,0.85,
FC Augsburg,2007-09-25,Rainer Hörgl,Senior,2. Bundesliga,2,True,0.85,
Schweinfurt 05,2004-06-30,Rainer Hörgl,Senior,Regionalliga Süd,3,True,0.8,
SW Bregenz,2002-09-25,Franz Lederer,Senior,Austrian Bundesliga,1,True,0.85,
W. Burghausen,2000-10-23,Günter Sebert,Senior,Regionalliga Süd,3,True,0.85,
Grazer AK,2000-04-07,Kurt Jara,Senior,Austrian Bundesliga,1,True,0.85,
Grazer AK,2000-03-02,Kurt Jara,Senior,Austrian Bundesliga,1,True,0.85,
Sonnenhof-Gr.,2022-06-30,Pascal Reinhardt,Senior,3. Liga,Third Tier,False,,
Sonnenhof-Gr.,2021-02-25,Wolfgang Kleine,Senior,3. Liga,Third Tier,True,0.85,
Wormatia Worms,2014-03-11,Peter Vollmann,Senior,Regionalliga Südwest,4,True,0.85,
SV Sandhausen,2013-06-30,Gerd Dais,Senior,3. Liga,Third Tier,False,,
FSV Frankfurt,2011-12-17,Benes Čuzzi,Senior,2. Bundesliga,2,True,0.85,
K. Offenbach,2009-10-06,Dietmar Hötzel,Senior,Regionalliga Süd,4,True,0.85,
Sonnenhof-Gr.,2007-12-31,Uwe Rapolder,Senior,Regionalliga Süd,3,True,0.8,
K. Offenbach,2006-01-23,Dietmar Hötzel,Senior,Regionalliga Süd,3,True,0.85,
Schweinfurt 05,2003-11-18,Rainer Hörgl,Senior,Regionalliga Süd,3,True,0.85,
SV Sandhausen,2002-06-30,Lars Schmidt,Senior,Regionalliga Süd,3,False,,
Stuttg. Kickers,2000-09-26,Rainer Zobel,Senior,2. Bundesliga,2,True,0.85,
FC Augsburg,2000-06-30,Gerd Schädler,Senior,2. Bundesliga,2,True,0.8,
K. Offenbach,1999-10-24,Dietmar Hötzel,Senior,Regionalliga Süd,3,True,0.85,
SV Mörlenbach,1997-06-30,Werner Kern,Senior,Oberliga Hessen,4,False,,
SV Sandhausen,1996-06-30,Rainer Zobel,Senior,2. Bundesliga,2,True,0.8,
SV Mörlenbach,1994-06-30,Werner Kern,Senior,Oberliga Baden-Württemberg,4,True,0.8,
FC Augsburg,1999-12-31,Gerd Schädler,Senior,2. Bundesliga,2,True,0.8,
FC Augsburg,1981-05-31,Heinz Elzner,Senior,2. Bundesliga,2,True,0.8,
FC Augsburg,1978-06-30,Heinz Elzner,Senior,2. Bundesliga,2,True,0.8,
FC Augsburg U19,1995-06-30,Kurt Garger,Youth,Under 19 Bundesliga,1,False,,
TSG Hoffenheim,2023-06-30,Pellegrino Matarazzo,Senior,Bundesliga,1,True,0.85,
FC Zürich,2020-10-06,Massimo Rizzo,Senior,Swiss Super League,1,True,0.85,
Bahlinger SC,2018-06-30,Rainer Scharinger,Senior,Regionalliga Südwest,4,False,,
SC Freiburg,2017-01-02,Christian Streich,Senior,Bundesliga,1,False,,
Hoffenheim U19,2012-05-22,Marco Pezzaiuoli,Youth,U19 Bundesliga,1,False,,
1860 München II,2006-06-30,Walter Modick,Reserve,Regionalliga Süd,4,False,,
VfL Wolfsburg,2003-03-05,Wolfgang Wolf,Senior,Bundesliga,1,True,0.85,
FC Augsburg,1999-11-30,Gerd Schädler,Senior,2. Bundesliga,2,True,0.8,
FC Teningen,1999-06-30,Rainer Adrion,Senior,Regionalliga Süd,3,True,0.8,
Augsburg Yth.,1998-06-30,Armin Veh,Youth,Bundesliga Youth,Youth Top Tier,False,,
SC Freiburg,2017-06-30,Christian Streich,Senior,Bundesliga,1,False,,
SV Elversberg,2004-04-11,Gerd Schwickert,Senior,Regionalliga Süd,3,True,0.8,
SV Wehen,2002-11-03,Günter Sebert,Senior,Regionalliga Süd,3,True,0.8,
FC Augsburg,1999-06-30,Gerd Schädler,Senior,2. Bundesliga,2,True,0.8,
B. Neunkirchen,1996-04-16,Werner Kern,Senior,2. Bundesliga,2,True,0.8,
Eintracht Trier,1994-02-23,Werner Kern,Senior,2. Bundesliga,2,True,0.85,
FC 08 Homburg,1992-08-23,Uwe Raphael,Senior,2. Bundesliga,2,True,0.85,
